species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Chamaepsila atra,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",59.0,62.0,0.0,,,468360.0
Chamaepsila bicolor,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",5.0,5.0,0.0,,,510639.0
Chamaepsila buccata,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chamaepsila clunalis,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chamaepsila humeralis,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE",0.0,2.0,0.0,,gap,483613.0
Chamaepsila kaszabi,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chamaepsila limbatella,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE",0.0,2.0,0.0,,gap,467383.0
Chamaepsila longipennis,Arthropoda,Insecta,Diptera,Psilidae,FE,,,,,gap,
Chamaepsila luteola,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chamaepsila morio,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE",0.0,5.0,0.0,,gap,467384.0
Chamaepsila nigra,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE",100.0,102.0,1.0,,,483496.0
Chamaepsila nigricornis,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE",20.0,24.0,1.0,,,467385.0
Chamaepsila nigrotaeniata,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chamaepsila obscuritarsis,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",2.0,11.0,1.0,,,406850.0
Chamaepsila pallida,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE",0.0,4.0,0.0,,gap,468361.0
Chamaepsila pectoralis,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",7.0,27.0,1.0,,,483625.0
Chamaepsila persimilis,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chamaepsila quadrilineata,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chamaepsila rosae,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE",2.0,2.0,0.0,,,1067989.0
Chamaepsila rufa,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,1067990.0
Chamaepsila sardoa,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chamaepsila strigata,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",0.0,1.0,0.0,,gap,760460.0
Chamaepsila unilineata,Arthropoda,Insecta,Diptera,Psilidae,FE,,,,,gap,
Chamaepsila villosula,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chyliza (Chyliza) gracilis,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Chyliza (Chyliza) leptogaster,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,iNat,SyDip",3.0,3.0,1.0,SyDip,,495140.0
Chyliza (Chyliza) nova,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",2.0,2.0,0.0,,,993032.0
Chyliza (Chyliza) vittata,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,iNat,SyDip",10.0,14.0,1.0,,,483378.0
Chyliza (Dasyna) extenuata,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",1.0,1.0,0.0,SyDip,,1141562.0
Chyliza annulipes,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,iNat,SyDip",8.0,12.0,1.0,,,406818.0
Loxocera (Imantimyia) albiseta,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,iNat,SyDip",16.0,22.0,1.0,SyDip,,969365.0
Loxocera (Imantimyia) fulviventris,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",4.0,4.0,1.0,,,969386.0
Loxocera (Imantimyia) nigrifrons,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",1.0,1.0,1.0,,,969387.0
Loxocera (Imantimyia) sylvatica,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",6.0,7.0,1.0,,,969361.0
Loxocera (Loxocera) aristata,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,iNat,SyDip",5.0,7.0,1.0,SyDip,,483333.0
Loxocera (Loxocera) hoffmannseggi,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",6.0,6.0,0.0,,,1140921.0
Loxocera (Loxocera) maculata,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Psila (Freyopsila) sibirica,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,SyDip",0.0,2.0,0.0,,gap,483629.0
Psila (Psila) hennigi,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,SyDip",0.0,1.0,0.0,,gap,956435.0
Psila fimetaria,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,iNat,SyDip",34.0,39.0,1.0,,,110919.0
Psila martineki,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Psila merdaria,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",7.0,7.0,1.0,,,402895.0
Psila pallida,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",1.0,1.0,0.0,,,1067987.0
Psila problematica,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Psila pseudobicolor,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Psila rosae,Arthropoda,Insecta,Diptera,Psilidae,BOLD,22.0,24.0,1.0,,,492654.0
Psila rozkosnyi,Arthropoda,Insecta,Diptera,Psilidae,"FE,SyDip",,,,,gap,
Psilosoma audouini,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,SyDip",9.0,15.0,0.0,,,483598.0
Psilosoma lefebvrei,Arthropoda,Insecta,Diptera,Psilidae,"BOLD,FE,iNat,SyDip",6.0,10.0,0.0,,,483338.0
